27_07_2018__15_44_10_0000_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0000_upper.png,1,0.12890625,0.275,0.1515625,0.30416666666666664
27_07_2018__15_44_10_0000_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0001_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0001_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0001_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0002_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0002_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0002_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0003_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0003_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0003_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0004_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0004_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0004_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0005_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0005_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0005_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0006_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0006_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0006_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0007_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0007_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0007_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0008_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0008_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0008_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0009_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0009_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0009_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0010_upper.png,0,0.4125,0.765625,0.1,0.13125
27_07_2018__15_44_10_0010_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0010_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0011_upper.png,0,0.4140625,0.7697916666666667,0.096875,0.12708333333333333
27_07_2018__15_44_10_0011_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0011_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0012_upper.png,0,0.4140625,0.7697916666666667,0.096875,0.12708333333333333
27_07_2018__15_44_10_0012_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0012_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0013_upper.png,0,0.4140625,0.7697916666666667,0.096875,0.12708333333333333
27_07_2018__15_44_10_0013_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0013_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0014_upper.png,0,0.4140625,0.7697916666666667,0.096875,0.12708333333333333
27_07_2018__15_44_10_0014_upper.png,1,0.7890625,0.30104166666666665,0.16875,0.3229166666666667
27_07_2018__15_44_10_0014_upper.png,1,0.12734375,0.275,0.1578125,0.3
27_07_2018__15_44_10_0015_upper.png,0,0.4140625,0.7697916666666667,0.096875,0.12708333333333333
